id,title,date,master,production,category,cast,notes,format,tags,url,encora,niceDate
,The Phantom of the Opera (Andrew Lloyd Webber),2013-01-26,ohwellinever-wasthereevertrading,Broadway,audio,"Hugh Panaro (The Phantom of the Opera), Sierra Boggess (t/r Christine Daaé), Kyle Barisich (Raoul de Chagny), Michele McConnell (Carlotta Giudicelli), Tim Jerome (Monsieur Firmin), Jim Weitzer (Monsieur André), Ellen Harvey (Madame Giry), Christian Šebek (Ubaldo Piangi), Kara Klein (Meg Giry)",,,,MEGA,15361,"Jan 26, 2013"
,Rebecca,2012-12-22,Unknown,Stuttgart,video,"Christina Patten (u/s ""Ich""), Jan Ammann (Maxim de Winter), Pia Douwes (Mrs. Danvers), Carl van Wegberg (u/s Jack Favell), Matthias Graf (u/s Frank Crawley), Kerstin Ibald (Beatrice), Oliver Heim (Ben), Isabel Dörfler (Mrs. Van Hopper), Raphael Dörr (u/s Giles), Raphael Dörr (u/s Horridge), Wiebke Wötzel (u/s Clarice), Christian Kerkhoff (u/s Frith), Erwin Bruhn (Oberst Julyan), Oliver Wejwar (u/s Robert)",,VOB (with smalls) (SD),,MEGA,32314,"Dec 22, 2012"
,Elf,2012-11-17,SunsetBlvd79,First US National Tour,video,"Matt Kopec (Buddy), Kate Hennies (Jovie), Julia Louise Hosack (Emily), Drew Pulver (Walter Hobbs), Gordon Gray (Santa), Connor Barth (Michael), Jen Bechter (Deb), Royce McIntosh (Mr. Greenway), Clyde Voce (Macy's Manager)",,,,MEGA,14248,"Nov 17, 2012"
,The Phantom of the Opera (Andrew Lloyd Webber),2012-10-08,Unknown,Japanese Tour,audio,"Seiji Hashimoto (The Phantom of the Opera), Asako Tomada (Christine Daaé), Ryota Suzuki (Raoul de Chagny)",,,,MEGA,1127090,"Oct 8, 2012"
,Jesus Christ Superstar,2012-09-22,toomuchlove635,UK Arena Tour (2012),audio,"Ben Forster (Jesus Christ), Tim Minchin (Judas Iscariot), Melanie C (Mary Magdalene), Alex Hanson (Pontius Pilate), Pete Gallagher (Caiaphas), Gerard Bentall (Annas), Giovanni Spano (Simon Zealotes), Chris Moyles (King Herod)",,,,MEGA,30667,"Sep 22, 2012"
,Evita,2012-08-13,NYCG8R,First Broadway Revival,video,"Christina DeCicco (alt Eva Perón), Ricky Martin (Che), Michael Cerveris (Perón), Max von Essen (Magaldi), Rachel Potter (Perón's Mistress), Colin Cunliffe (Lover), Colin Cunliffe (Evita's Family), Margot de La Barre (Evita's Family), Bradley Dean (Evita's Family), George Lee Andrews (Priest), Ashley Amber (Ensemble), Eric L. Christian (Ensemble), Kristine Covillo (Ensemble), Bradley Dean (Ensemble)",,,,MEGA,5784,"Aug 13, 2012"
,Cats,2012-08-11,Unknown,Shanghai,audio,"Lui Yang (Grizabella), 丁伟 Ding Wei (Old Deuteronomy), Xia Zhenkai (Munkustrap), 刘令飞 Liu Lingfei (Rum Tum Tugger), Da Mu La (Skimbleshanks), Li Xiang (Mungojerrie), Wang Qiong (Rumpleteazer), Du Yanhao (Mr. Mistoffelees), Zhang Hao (Macavity), Zhang Hao (Admetus), Miao Si Jia (Victor)",,,,MEGA,1003579,"Aug 11, 2012"
,La Cage aux Folles,2012-07-21,Unknown,Fifth US National Tour,audio,"Christopher Sieber (Albin), George Hamilton (Georges), Christopher Sieber (Zazá), Michael Lowney (Jean-Michel), Christophe Caballero (u/s Jacob), Allison Blair McDowell (Anne), Cathy Newman (Mme. Dindon), Bernard Burak Sheredy (Edouard Dindon), Bernard Burak Sheredy (M. Renaud), Cathy Newman (Mme. Renaud)",,,,MEGA,1001684,"Jul 21, 2012"
,La Cage aux Folles,2012-07-17,Unknown,Fifth US National Tour,audio,"Christopher Sieber (Albin), George Hamilton (Georges), Christopher Sieber (Zazá), Michael Lowney (Jean-Michel), Donald C. Shorter Jr. (u/s Jacob), Allison Blair McDowell (Anne), Cathy Newman (Mme. Dindon), Bernard Burak Sheredy (Edouard Dindon), Bernard Burak Sheredy (M. Renaud), Cathy Newman (Mme. Renaud)",,,,MEGA,1001678,"Jul 17, 2012"
,Rebecca,2012-06-24,cynicale,Stuttgart,audio,"Valerie Link (""Ich""), Jan Ammann (Maxim de Winter), Pia Douwes (Mrs. Danvers), Udo Eickelmann (u/s Jack Favell), Gerd Achilles (u/s Frank Crawley), Kerstin Ibald (Beatrice), Daniele Nonnis (Ben), Isabel Dörfler (Mrs. Van Hopper), Raphael Dörr (u/s Giles), Raphael Dörr (u/s Horridge), Christina Patten (Clarice), Christian Kerkhoff (s/w Frith), Erwin Bruhn (Oberst Julyan), Fehmi Göklü (Robert), Wiebke Wötzel (Ensemble), Michaela Schober (Ensemble), Denise Jastraunig (Ensemble), Mona Graw (Ensemble), Hendrik Schall (Ensemble), Christoph Apfelbeck (Ensemble), Petra Clauwens (s/w Ensemble), Christina Maria Brenner (s/w Ensemble), Helena Blöcker (s/w Ensemble), Jakub Wocial (s/w Ensemble), Alex Bellinkx (s/w Ensemble)","Great performance from all three leads, though it in Jan's case might not always come across properly on audio. A bit better in terms of quality, but the difference is usually not all that dramatic.",,,MEGA,18274,"Jun 24, 2012"
,Rebecca,2012-06-23,cynicale,Stuttgart,audio,"Valerie Link (""Ich""), Jan Ammann (Maxim de Winter), Pia Douwes (Mrs. Danvers), Hannes Staffler (Jack Favell), Jörg Neubauer (Frank Crawley), Kerstin Ibald (Beatrice), Daniele Nonnis (Ben), Isabel Dörfler (Mrs. Van Hopper), Udo Eickelmann (Giles), Udo Eickelmann (Horridge), Christina Patten (Clarice), Matthias Graf (Frith), Erwin Bruhn (Oberst Julyan), Fehmi Göklü (Robert), Jakub Wocial (s/w Ensemble), Christina Maria Brenner (s/w Ensemble), Petra Clauwens (s/w Ensemble), Christoph Apfelbeck (Ensemble), Raphael Dörr (Ensemble), Hendrik Schall (Ensemble), Mona Graw (Ensemble), Denise Jastraunig (Ensemble), Maike Switzer (Ensemble), Wiebke Wötzel (Ensemble)","Better overall cast, with the notable exception of Giles (he was sweet during Was ist nur los mit ihm but deeply annoying in Die lieben verwandten). I also seem to recall Pia doing her own thing rather than strictly following the score a couple of times more often here than during the other performance, but I havent compared the two audios for evidence of this. Valeries first act seemed vocally weaker here than during the other performance, but she improved later on.",,,MEGA,13174,"Jun 23, 2012"
,The Phantom of the Opera (Andrew Lloyd Webber),2012-03-28,Unknown,Japanese Tour,audio,"Osamu Takai (The Phantom of the Opera), Haru Kasamatsu (Christine Daaé), Tatsurou Iida (Raoul de Chagny)",,,,MEGA,1002344,"Mar 28, 2012"
,Tanz der Vampire,2012-03-24,Unknown,Berlin Revival,video,"Florian Soyka (Graf von Krolock), Amelie Dobler (Sarah), Anton Zetterholm (Alfred), Veit Schäfermeier (Professor Abronsius), Kai Hüsgen (Chagal), Goele de Raedt (Magda), Marc Liebisch (Herbert von Krolock), Barbara Raunegger (Rebecca), Stefan Büdenbender (Koukol), Christopher Busse (Gesangssolist), Kevin Köhler (Gesangssolist), Pierre Damen (Weißer Vampir), Csaba Nagy (Schwarzer Vampir), Paula Ferreira (Rote Stiefel Solo)",,,,MEGA,8226,"Mar 24, 2012"
,Jesus Christ Superstar,2012-03-14,SunsetBlvd79,Third Broadway Revival,video,"Paul Alexander Nolan (Jesus Christ), Josh Young (Judas Iscariot), Chilina Kennedy (Mary Magdalene), Tom Hewitt (Pontius Pilate), Marcus Nance (Caiaphas), Aaron Walpole (Annas), Mike Nadajewski (Peter), Lee Siegel (Simon Zealotes), Bruce Dow (King Herod)",,,,MEGA,10423,"Mar 14, 2012"
,Carrie: The Musical,2012-01-31,Unknown,Off-Broadway,audio,"Molly Ranson (Carrie White), Marin Mazzie (Margaret White), Christy Altomare (Sue Snell), Derek Klena (Tommy Ross), Ben Thompson (Billy Nolan), Jeanna de Waal (Chris Hargensen), Carmen Cusack (Lynn Gardner), Wayne Alan Wilcox (Mr. Stephens), Elly Noble (Helen), Jen Sese (Frieda), Blair Goldberg (Norma), Corey Boardman (George), Andy Mientus (Stokes), F. Michael Haynie (Freddy ""The Beak"" Holt)",,,,MEGA,14892,"Jan 31, 2012"
,Tanz der Vampire,2012-01-19,Unknown,Berlin Revival,video,"Drew Sarich (Graf von Krolock), Amelie Dobler (Sarah), Anton Zetterholm (Alfred), Veit Schäfermeier (Professor Abronsius), Kai Hüsgen (Chagal), Goele de Raedt (Magda), Marc Liebisch (Herbert von Krolock)",,,,MEGA,20112,"Jan 19, 2012"
,Cats,2012-01-08,Ambersmusical,German Tent Tour,video,"Anna Montanaro (Grizabella), Shane Dickson (u/s Gus), Birgit Arquin (Bombalurina), David Arnsperger (Munkustrap), Dominik Hees (Rum Tum Tugger), Dörte Niedermeier (u/s Demeter), Dane Quixall (u/s Skimbleshanks), Shane Dickson (u/s Bustopher Jones), Gavin Eden (Mungojerrie), Marleen De Vries (Rumpleteazer), Jack Allen (Mr. Mistoffelees), Alex Frei (Alonzo), Shane Dickson (u/s Growltiger), Nils Haberstroh (Bill Bailey), Nils Haberstroh (Tumblebrutus)",,,,MEGA,1004352,"Jan 8, 2012"
,Cats,2012-01-07,Unknown,German Tent Tour,video,"Shane Dickson (u/s Old Deuteronomy), Birgit Arquin (Bombalurina), Dominik Hees (Rum Tum Tugger), Emma Hunter (u/s Demeter), Gavin Eden (Mungojerrie), Marleen De Vries (Rumpleteazer), Jack Allen (Mr. Mistoffelees), Nils Haberstroh (Bill Bailey), Nils Haberstroh (Tumblebrutus), Dörte Niedermeier (u/s Sillabub)","2 version: The 4.34 GB one is a full show. Includes 12 files (2 BUPs, 2 IFOs, 7 VOBs, and a memo with cast info). The file name of the VOBs is “copy of…”. Normal Ratio.The 3.34 GB one is missing VTS_01_1.VOB. Includes 16 files (5 BUPs, 5 IFOs, 6 VOBs). LT(2:1)",,,MEGA,1004351,"Jan 7, 2012"
,Cats,2012-01-01,Unknown,Shanghai,video,"Ai Yuyan (Bombalurina), Xia Zhenkai (Munkustrap), 刘令飞 Liu Lingfei (Rum Tum Tugger), 丁臻滢 Ding Zhenying (Demeter), Li Xiang (Mungojerrie), Wang Qiong (Rumpleteazer), Du Yanhao (Mr. Mistoffelees)",,,,MEGA,1004374,"Jan 1, 2012"
,Cats,2011-12-17,Unknown,German Tent Tour,audio,"Masha Karell (Grizabella), Pieter Tredoux (Old Deuteronomy), Birgit Arquin (Bombalurina), David Arnsperger (Munkustrap), Dominik Hees (Rum Tum Tugger), Emma Hunter (u/s Demeter), Paul Knights (Skimbleshanks), Frank Logemann (Bustopher Jones), Gavin Eden (Mungojerrie), Veronika Enders (u/s Rumpleteazer), Eva Maria Bender (Jennyanydots), Frank Logemann (Growltiger), Theano Makariou (u/s Victoria)",,,,MEGA,1136914,"Dec 17, 2011"
,La Cage aux Folles,2011-11-18,iheartbroadway,Fifth US National Tour,audio,"Christopher Sieber (Albin), George Hamilton (Georges), Christopher Sieber (Zazá), Billy Harrigan Tighe (Jean-Michel), Jeigh Madjus (Jacob), Gay Marshall (Jacqueline), Allison Blair McDowell (Anne), Cathy Newman (Mme. Dindon), Dale Hensley (Francis), Donald C. Shorter Jr. (Chantal), Bruce Winant (u/s Edouard Dindon), Bruce Winant (u/s M. Renaud), Cathy Newman (Mme. Renaud), Matt Anctil (Angelique), Terry Lavell (Mercedes), Logan Keslar (Bitelle), Trevor Downey (Phaedra), Ashley Kate Adams (Colette), Todd Thurston (u/s Tabarro), Ken Wulf Clark (Etienne), SuEllen Estey (Babette), Christophe Caballero (s/w Waiter), Mark Roland (Hannah)",,,,MEGA,2008748,"Nov 18, 2011"
,Cats,2011-09-18,Unknown,South Korea (2011),audio,"홍지민 Hong Ji-min (Grizabella), 이상준 Lee Sang-jun (Old Deuteronomy), 홍경수 Hong Kyung-soo (Munkustrap), 에녹 Enoch (Rum Tum Tugger)",,,,MEGA,1004372,"Sep 18, 2011"
,Cats,2011-07-20,house-cam,German Tent Tour,video,"Masha Karell (Grizabella), Martin Berger (Old Deuteronomy), Eric Lee Johnson (u/s Gus), Emma Hunter (u/s Bombalurina), Gido Schimanski (Munkustrap), Dominik Hees (Rum Tum Tugger), Cornelia Waibel (Demeter), Dörte Niedermeier (u/s Cassandra), Paul Knights (Skimbleshanks), Eric Lee Johnson (u/s Bustopher Jones), Dane Quixall (u/s Mungojerrie), Marleen De Vries (Rumpleteazer), Barbara Tartaglia (Jellylorum), Ann-Christin Elverum (Jennyanydots), Mark John Richardson (Mr. Mistoffelees), Shane Dickson (u/s Macavity), Matt Huet (Alonzo), Eric Lee Johnson (u/s Growltiger), Nils Haberstroh (Bill Bailey), Shane Dickson (u/s Admetus), Nils Haberstroh (Tumblebrutus), Myrthes Monteiro (Sillabub), Ross McDermott (u/s Pouncival), Jo Lucy Rackham (Electra), Isabela Silvova (Tantomile), Anique Bosch (Victoria), Adam Margilewski (u/s Coricopat)",,,,MEGA,23938,"Jul 20, 2011"
,Cats,2011-04-17,Unknown,German Tent Tour,video,"Martin Berger (Old Deuteronomy), Eric Lee Johnson (u/s Gus), Ines Hengl-Pirker (Bombalurina), Jack Rebaldi (Munkustrap), Dominik Hees (Rum Tum Tugger), Cornelia Waibel (Demeter), Elisabeth Hazel Bell (Cassandra), Paul Knights (Skimbleshanks), Eric Lee Johnson (u/s Bustopher Jones), Tommie Luyben (Mungojerrie), Marleen De Vries (Rumpleteazer), Barbara Tartaglia (Jellylorum), Mark John Richardson (Mr. Mistoffelees), Jason Winter (u/s Alonzo), Eric Lee Johnson (u/s Growltiger), Myrthes Monteiro (Sillabub), Jo Lucy Rackham (Electra), Anique Bosch (Victoria)",,,,MEGA,1004359,"Apr 17, 2011"
,Cats,2011-04-01,Unknown,Arte Studio Mexico,video,"Elizabeth Hernandez (Grizabella), Rubén Baruch (Old Deuteronomy), Luis Vidal (Munkustrap), Marco Salazar (Rum Tum Tugger), Juan Pablo Mendoza (Bustopher Jones), Omar Cervantes (Mr. Mistoffelees), Fernando Rodriguez (Alonzo)",,DVD,,MEGA,1132823,"Apr 1, 2011"
,The Phantom of the Opera (Andrew Lloyd Webber),2011-01-19,Unknown,Japanese Tour,audio,"Osamu Takai (The Phantom of the Opera), Miyuki Numao (Christine Daaé), Ryota Suzuki (Raoul de Chagny)",,,,MEGA,1002343,"Jan 19, 2011"
,Cats,2010-11-20,Unknown,Fifth US National Tour (Non-Equity),audio,"Kathryn Holtkamp (Grizabella), Jeremy Brauner (Old Deuteronomy), Nathan Morgan (u/s Gus), Ashley Chasteen (Bombalurina), Zach Hess (Munkustrap), Matthew Taylor (Rum Tum Tugger), Madison Mitchell (Demeter), Laura Elizabeth Henning (Cassandra), Louie Napoleon (Skimbleshanks), Nathan Morgan (u/s Bustopher Jones), Will Porter (Mungojerrie), Kristen Quartarone (Rumpleteazer), Laura Cable (Jellylorum), Erica Leigh Hansen (Jennyanydots), Chaz Wolcott (Mr. Mistoffelees), J. Morgan White (Macavity), Edward Lawrence (Alonzo), Nathan Morgan (u/s Growltiger), Jason Wise (Tumblebrutus), Heidi Giberson (Sillabub), Nick Hendricks (Pouncival), J. Morgan White (Plato), Laura Cable (Griddlebone), Jordan Dunlap (Victoria), Will Porter (Genghis), Matthew Glover (Ensemble), Melissa Grohowski (Ensemble), Allison Little (Ensemble), Larry A Lozier Jr. (Ensemble), Trevor Sones (Ensemble), Ashley Travis (Ensemble), Tory Trowbridge (Ensemble), Kevin Zak (Ensemble)",,,,MEGA,1127117,"Nov 20, 2010"
,Cats,2010-09-18,Unknown,Asia-Pacific Tour,audio,"Delia Hannah (Grizabella), John Ellis (Old Deuteronomy), Brent Dolahenty (Munkustrap), John O'Hara (Rum Tum Tugger), Adrian Ricks (Mr. Mistoffelees)",,,,MEGA,1004373,"Sep 18, 2010"
,Cats,2010-07-25,SunsetBlvd79,The Muny,video,"Stephanie J. Block (Grizabella), Ken Page (Old Deuteronomy), Michael Brian Dunn (Gus), Lara Teeter (Munkustrap), Kevin Loreque (Rum Tum Tugger), Drew Humphrey (Skimbleshanks), Michael Brian Dunn (Bustopher Jones), Christine Negherbon (Jennyanydots), Joseph Medeiros (Mr. Mistoffelees), Michael Brian Dunn (Growltiger)","Part of the 2010 Muny Season in St. Louis, which usually draws big Broadway names, as demonstrated here. Stephanie does a fantastic job as Grizabella here, as does Ken recreating his Old Deuteronomy from the original Broadway cast. A-",,,MEGA,13316,"Jul 25, 2010"
,Love Never Dies,2010-06-25,house-cam,West End,video,"Ramin Karimloo (The Phantom), Sierra Boggess (Christine Daaé), Joseph Millson (Raoul de Chagny), Liz Robertson (Madame Giry), Summer Strallen (Meg Giry)",,,,MEGA,129,"Jun 25, 2010"
,Love Never Dies,2010-04-29,SunsetBlvd79,West End,video,"Ramin Karimloo (The Phantom), Sierra Boggess (Christine Daaé), Joseph Millson (Raoul de Chagny), Liz Robertson (Madame Giry), Summer Strallen (Meg Giry), Louise Madison (s/b Fleck), Adam Pearce (Squelch), Jami Reid-Quarrell (Gangle), Richard Linnell (Gustave)",,,,MEGA,10522,"Apr 29, 2010"
,Cats,2010-02-11,Unknown,Italy Tour,audio,"Giulia Ottonello (Grizabella), Alessandro Neri (Old Deuteronomy), Azzurra Adinolfi (Bombalurina), Andrea Verzicco (Munkustrap), Andrea Rossi (Rum Tum Tugger), Chiara Vecchi (Demeter), Silvana Isolani (Cassandra), Roberto Colombo (Skimbleshanks), Massimiliano Pironti (Mungojerrie), Maria Silvia Roli (Rumpleteazer), Federica Baldi (Jellylorum), Stefania Fratepietro (Jennyanydots), Gianluca Ciatti (Growltiger), Chiara Vecchi (Electra), Fabio Monti (Asparagus), Roberta Molla (Victoria), Laura Safina (Exotica)",,,,MEGA,1138354,"Feb 11, 2010"
,A Little Night Music,2010-01-01,house-cam,Théâtre Du Châtelet,video,"Greta Scacchi (Desiree Armfeldt), Lambert Wilson (Fredrik Egerman), Leslie Caron (Madame Armfeldt), Deanne Meek (Countess Charlotte Malcolm), Nicholas Garrett (Count Carl-Magnus Malcolm), Rebecca Bottone (Anne Egerman), David Curry (Henrik Egerman), Francesca Jackson (Petra), Celeste de Veazey (Fredrika Armfeldt)",,,,MEGA,23416,"Jan 1, 2010"
,Cats,2010-01-01,house-cam,Italy Tour,video,"Gianluca Ciatti (Gus), Azzurra Adinolfi (Bombalurina), Denise Brambillasca (Demeter), Silvana Isolani (Cassandra), Roberto Colombo (Skimbleshanks), Gianluca Ciatti (Bustopher Jones), Salvatore Marchione (Mungojerrie), Roberta Miolla (Rumpleteazer), Stefania Fratepietro (Jennyanydots), Alessandro Lanzillotti (Mr. Mistoffelees), Luca Giacomelli Ferrarini (Macavity), Gianluca Ciatti (Growltiger), Luca Giacomelli Ferrarini (Admetus), Federica Baldi (Jemima), Tiziano Edini (Pouncival)",,,,MEGA,29876,"Jan 1, 2010"
,Cats,2010-01-01,Unknown,Brazil (2010),video,"Paula Lima (Grizabella), Saulo Vasconcelos (Old Deuteronomy), Fernando Patau (Gus), Gianna Pagano (Bombalurina), Julio Mancini (Munkustrap), Cleto Baccic (Rum Tum Tugger), Sefora Araujo (Demeter), Vanessa Costa (Cassandra), Daniel Monteiro (Skimbleshanks), Fernando Patau (Bustopher Jones), Cesar Moura (Mungojerrie), Mariana Hidemi (Rumpleteazer), Sara Sarres (Jellylorum), Andreia Vitfer (Jennyanydots), Jhean Allex (Mr. Mistoffelees), Arthur Marques (Macavity), Leonardo Wagner (Alonzo), Fernando Patau (Growltiger), Fabi Bang (Sillabub), Max Oliveira (Pouncival), Marina Costa (Electra), Arthur Marques (Plato), Patricia Athayde (Tantomile), Natacha Travassos (Victoria), Adenis Vieira (Coricopat)",,,,MEGA,1004358,"Jan 1, 2010"
,Monty Python's Spamalot,2009-10-28,pro-shot,"Madrid, Spain",video,"Jordi Bosch (King Arthur), Dulcinea Juárez (Lady of The Lake), Fernando Gil (Sir Lancelot), Julián Folntalvo (Patsy), Ignasi Vidal (Sir Galahad)",,,,MEGA,27328,"Oct 28, 2009"
,Cats,2009-08-08,Unknown,Asia-Pacific Tour,audio,"Delia Hannah (Grizabella), John Ellis (Old Deuteronomy), Micharl-John Hurney (Gus), Monique Chanel Pitsikas (Bombalurina), Shaun Rennie (Munkustrap), John O'Hara (Rum Tum Tugger), Renee Burleigh (Demeter), Emily Keane (Cassandra), Markham Gannon (Skimbleshanks), Micharl-John Hurney (Bustopher Jones), Brenton Wilson (Mungojerrie), Justine Puy (Rumpleteazer), Lisa-Marie Parker (Jellylorum), Laura McCulloch (Jennyanydots), Adrian Ricks (Mr. Mistoffelees), Andrew Dunne (Macavity), Glen Oliver (u/s Alonzo), Micharl-John Hurney (Growltiger), Andrew Dunne (Admetus), Sharyn Winnie (Jemima), Caleb Bartolo (Pouncival), Erin James (u/s Tantomile), Mischana Dellora-Cornish (Victoria), Darren Tyler (Coricopat), Brian Gillespie (George)",,,,MEGA,17135,"Aug 8, 2009"
,Cats,2009-01-01,press-reel,Asia-Pacific Tour,video,"Shaun Rennie (Munkustrap), John O'Hara (Rum Tum Tugger), Renee Burleigh (Demeter)",,,,MEGA,1003628,"Jan 1, 2009"
,Cats,2009-01-01,house-cam,Italy Tour,video,"Giulia Ottonello (Grizabella), Alessandro Neri (Old Deuteronomy), Gianluca Ciatti (Gus), Fabio Monti (Gus), Azzurra Adinolfi (Bombalurina), Andrea Verzicco (Munkustrap), Andrea Rossi (Rum Tum Tugger), Chiara Vecchi (Demeter), Silvana Isolani (Cassandra), Roberto Colombo (Skimbleshanks), Gianluca Ciatti (Bustopher Jones), Massimiliano Pironti (Mungojerrie), Roberta Miolla (Rumpleteazer), Maria Silvia Roli (Rumpleteazer), Loredana Sartori (Jellylorum), Stefania Fratepietro (Jennyanydots), Alessandro Lanzillotti (Mr. Mistoffelees), Giuseppe Verzicco (Macavity), Simone De Rose (Alonzo), Cristian Ruiz (Growltiger), Gianluca Ciatti (Growltiger), Federica Baldi (Jemima), Luca Spadaro (Pouncival), Tiziano Edini (Pouncival), Chiara Vinci (Electra), Giuseppe Verzicco (Plato), Loredana Sartori (Griddlebone), Fabio Monti (Asparagus), Jacopo Magistrelli (Quaxo), Laura Safina (Exotica)",,VOB,,MEGA,1123535,"Jan 1, 2009"
,Equus,2008-12-16,Unknown,First Broadway Revival,video,"Daniel Radcliffe (Alan Strang), Richard Griffiths (Martin Dysart)",,,,MEGA,21012,"Dec 16, 2008"
,Jesus Christ Superstar,2008-12-04,Unknown,Japan,video,"김준현 Kim Joon-hyun (Jesus Christ), 金森勝 Masaru Kanamori (Judas Iscariot), 高木美果 Mika Takagi (Mary Magdalene)",,,,MEGA,1143244,"Dec 4, 2008"
,Jersey Boys,2008-11-08,SunsetBlvd79,First US National Tour,video,"Joseph Leo Bwarie (Frankie Valli), Jeremy Kushnier (Tommy Devito), Steve Gouveia (Nick Massi), Andrew Rannells (Bob Gaudio), Jonathan Hadley (Bob Crewe), Joseph Siravo (Gyp DeCarlo), Sarah Darling (Hal Miller)",,,,MEGA,7316,"Nov 8, 2008"
,Cats,2008-10-16,Unknown,South Korea (2008),audio,"신영숙 Shin Young-sook (Grizabella), 이희정 Lee Hee-jung (Old Deuteronomy), 강연종 Kang Yeon-jong (Gus), 홍경수 Hong Kyung-soo (Munkustrap), Daesung (Rum Tum Tugger), Moon Byung Gwon (Skimbleshanks), 강연종 Kang Yeon-jong (Bustopher Jones), Kang In Young (Mungojerrie), 김보경 Kim Bo-kyung (Rumpleteazer), Lee Eun Hye (Jellylorum), Yoo Hui Woong (Mr. Mistoffelees), Jeong Joo Young (Macavity), Baek Doo San (Alonzo), 강연종 Kang Yeon-jong (Growltiger), Jeong Joo Young (Admetus), Wang Brita (Jemima)",,,,MEGA,12748,"Oct 16, 2008"
